age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-class
79,16, White, Male,20051,0,35,1
20,10, White, Female,0,0,15,0
30,9, Asian-Pac-Islander, Male,0,0,40,0
40,13, White, Male,0,0,40,1
58,9, White, Male,0,0,40,1
71,15, White, Male,0,0,2,0
50,15, White, Male,0,0,60,1
29,10, White, Male,0,0,40,0
33,6, White, Female,3418,0,35,0
60,9, Amer-Indian-Eskimo, Male,0,0,40,1
33,12, White, Male,0,0,50,0
33,6, Black, Male,0,0,40,0
33,9, White, Female,0,0,52,0
32,9, White, Male,0,0,45,0
21,10, White, Female,0,0,9,0
38,9, White, Female,0,0,40,0
38,10, White, Female,0,0,35,1
39,10, Black, Female,0,0,30,0
17,7, White, Female,0,0,15,0
21,10, White, Male,0,0,40,0
42,10, White, Male,0,0,20,1
42,9, White, Female,0,0,40,1
36,7, White, Female,0,0,40,0
32,10, White, Female,0,0,50,1
37,13, White, Male,0,0,40,1
28,13, White, Male,0,0,40,0
37,11, White, Male,0,0,40,0
50,9, Other, Female,0,0,60,0
49,7, White, Male,0,0,40,0
40,14, White, Male,0,0,40,1
40,10, White, Male,0,0,40,0
49,10, White, Male,0,0,40,0
35,14, White, Male,8614,0,40,1
33,9, White, Male,0,0,40,0
24,9, White, Male,0,0,40,0
41,14, White, Female,0,0,40,0
43,10, Black, Male,0,0,40,1
36,9, White, Male,0,1902,60,1
84,13, White, Male,0,0,20,0
23,9, White, Male,0,0,40,0
41,13, White, Male,0,0,50,1
55,9, White, Male,0,1977,45,1
30,10, White, Male,0,0,45,0
46,12, Asian-Pac-Islander, Male,0,0,40,0
55,10, White, Male,0,1902,40,1
34,10, White, Male,0,0,40,0
54,14, White, Male,0,0,60,0
27,10, Black, Male,0,0,40,0
52,14, White, Female,0,0,40,1
36,10, Black, Female,99999,0,40,1
25,9, White, Male,0,0,40,0
52,13, White, Male,0,0,55,1
24,9, Amer-Indian-Eskimo, Female,0,0,50,0
36,9, Black, Female,0,0,40,0
31,9, White, Male,0,0,40,0
90,13, White, Male,10566,0,50,0
67,14, White, Male,20051,0,60,1
22,4, White, Male,2580,0,40,0
47,10, White, Female,0,0,35,0
32,13, White, Male,0,1887,55,1
55,4, White, Male,0,0,50,0
32,9, White, Female,0,0,35,0
48,10, Black, Female,0,0,40,0
21,9, Other, Male,0,0,35,0
33,12, White, Female,0,0,40,0
47,11, White, Female,0,0,40,0
18,7, White, Female,0,0,24,0
44,9, White, Male,0,0,60,1
23,10, White, Male,0,0,37,0
18,6, White, Female,0,0,35,0
56,9, White, Male,0,0,50,0
24,13, White, Male,0,0,35,0
43,13, White, Male,0,0,40,1
23,13, White, Female,0,0,60,0
26,10, White, Male,0,0,42,0
42,9, White, Male,0,0,40,0
23,9, White, Female,0,0,40,0
53,6, White, Male,0,0,40,0
51,9, White, Male,4386,0,55,1
40,9, White, Male,0,0,25,0
27,13, White, Male,0,0,50,0
24,10, White, Male,0,0,60,0
42,9, White, Female,0,0,40,0
41,9, White, Female,0,0,40,0
23,10, White, Male,0,0,10,0
42,14, White, Male,0,0,65,0
38,9, White, Male,0,0,40,1
63,4, White, Male,0,0,30,0
31,9, White, Male,0,0,40,0
18,7, White, Female,0,0,4,0
21,10, White, Male,0,0,30,0
24,13, Asian-Pac-Islander, Female,0,0,40,0
55,10, White, Male,0,0,40,0
20,5, Black, Female,114,0,20,0
31,10, White, Female,0,0,30,0
23,10, White, Female,0,0,20,0
35,9, White, Male,0,0,40,0
51,10, White, Male,0,0,60,0
19,10, White, Female,0,0,30,0
38,9, White, Male,0,0,56,0
52,9, White, Male,0,2051,40,0
70,15, White, Male,0,0,25,0
53,6, White, Male,0,0,40,0
59,16, White, Male,0,0,40,1
39,10, White, Male,0,0,43,0
18,8, White, Female,0,0,20,0
24,10, White, Female,0,0,40,0
25,9, White, Female,0,0,38,0
32,10, Black, Male,0,0,40,0
34,9, White, Male,0,1902,60,1
35,9, White, Female,0,0,40,0
50,9, White, Male,7298,0,45,1
18,9, White, Male,0,0,20,0
37,9, White, Male,0,0,42,0
30,10, White, Female,0,0,36,0
40,14, White, Female,15024,0,30,1
22,9, White, Female,0,0,40,0
50,10, Black, Female,0,0,28,0
70,9, White, Female,0,0,23,0
43,14, White, Male,0,0,40,1
77,10, White, Male,0,0,40,0
30,9, White, Male,0,0,40,0
33,10, White, Male,0,0,39,0
51,10, White, Male,0,1902,50,1
58,14, White, Male,0,1977,50,1
22,10, White, Male,0,0,12,0
33,9, Black, Male,0,0,40,0
27,7, White, Male,0,0,40,0
35,10, White, Male,0,0,60,0
32,10, White, Female,0,0,55,0
41,13, White, Female,0,0,25,1
37,10, White, Male,0,0,40,0
17,7, White, Male,0,0,15,0
50,13, White, Male,0,0,55,1
54,9, White, Female,0,0,38,0
23,9, Black, Male,0,0,40,0
40,13, White, Female,0,0,20,0
29,13, White, Male,5013,0,40,0
30,11, White, Male,0,0,55,0
20,10, Asian-Pac-Islander, Male,0,0,8,0
43,10, White, Male,0,0,50,0
25,10, White, Male,0,0,25,0
39,14, White, Male,0,0,50,1
48,12, White, Male,0,0,50,1
41,9, White, Female,0,0,40,0
24,13, White, Male,0,0,30,0
20,10, White, Male,0,0,40,0
25,10, White, Female,0,0,40,0
57,10, White, Male,0,0,40,1
39,10, White, Female,0,0,35,1
66,13, White, Male,0,0,40,1
34,10, White, Female,0,0,40,0
36,13, White, Male,14084,0,40,1
46,9, White, Female,0,0,40,0
42,14, White, Female,0,0,45,0
46,9, White, Male,0,1902,70,1
34,9, White, Male,0,0,40,0
43,10, Black, Female,0,0,40,0
42,10, White, Female,0,0,40,0
31,13, White, Male,0,0,48,0
32,10, White, Male,0,0,40,0
46,9, White, Male,0,0,40,1
42,4, White, Male,0,0,25,0
21,11, White, Male,0,0,40,0
24,13, White, Female,0,0,40,0
23,9, White, Male,0,0,55,0
50,14, White, Male,7298,0,40,1
37,10, White, Female,0,0,45,0
44,12, White, Male,0,0,40,1
29,9, Black, Male,0,0,40,0
30,11, White, Female,0,0,24,0
36,10, White, Male,0,0,44,0
49,13, White, Male,0,0,45,0
29,9, White, Male,0,0,40,0
45,9, Black, Female,0,0,40,0
75,16, Black, Male,0,0,20,1
37,12, White, Female,0,0,40,0
51,13, White, Male,0,0,25,0
61,9, White, Male,0,0,48,0
50,9, Black, Male,0,0,40,0
59,9, White, Male,0,0,40,0
25,9, White, Female,0,0,30,0
22,9, White, Male,0,0,16,0
56,10, White, Male,0,0,40,1
44,13, Black, Female,0,0,40,0
35,11, White, Male,0,0,50,0
57,9, White, Male,0,0,40,0
47,9, White, Male,15024,0,50,1
27,13, White, Female,0,0,40,0
50,9, White, Male,0,2051,20,0
46,7, Black, Male,0,0,40,0
48,15, White, Male,0,0,60,1
61,13, White, Male,0,0,40,1
33,9, White, Male,0,0,87,0
40,9, Black, Male,0,0,40,0
58,10, White, Male,0,0,65,1
46,14, White, Male,0,2392,50,1
35,10, White, Male,0,0,40,1
51,10, White, Female,0,0,50,0
37,8, White, Female,0,0,40,0
64,14, Asian-Pac-Islander, Male,0,2057,60,0
41,9, White, Male,0,0,54,0
18,7, White, Male,594,0,30,0
44,7, White, Male,0,0,88,0
41,13, Amer-Indian-Eskimo, Female,0,0,48,1
33,10, White, Male,10520,0,40,1
37,5, White, Female,0,0,16,0
34,10, White, Female,0,0,40,0
20,10, White, Male,0,0,40,0
38,13, White, Male,0,0,40,0
28,11, White, Female,0,0,40,0
20,9, White, Male,0,0,45,0
22,13, White, Male,0,0,8,0
55,13, White, Female,0,0,73,0
20,10, White, Male,0,0,35,0
26,13, White, Female,0,0,40,0
20,9, White, Male,0,0,70,0
40,5, White, Female,0,0,40,0
33,9, White, Male,0,0,50,1
24,9, White, Female,0,0,40,0
25,10, White, Male,0,0,46,0
18,7, White, Male,0,0,8,0
49,9, White, Male,0,0,60,0
17,8, White, Male,0,0,17,0
34,11, White, Male,0,0,45,0
37,13, White, Male,0,0,45,1
49,10, White, Male,0,0,40,1
74,9, White, Female,15831,0,40,1
37,9, White, Male,0,0,40,0
20,7, White, Male,0,1573,40,0
40,9, White, Female,0,0,35,1
34,13, White, Male,27828,0,40,1
30,15, Black, Male,0,1740,40,0
44,9, White, Female,0,0,40,0
40,6, Black, Female,0,0,32,0
58,9, White, Female,0,0,40,0
44,9, White, Male,0,0,40,0
42,10, White, Male,0,0,25,1
39,9, White, Male,0,0,18,0
19,9, Black, Male,0,0,40,0
41,14, White, Male,15024,0,70,1
29,14, White, Male,0,0,40,0
34,10, White, Male,0,0,40,0
27,1, White, Male,41310,0,24,0
54,10, White, Female,0,0,48,0
40,9, Black, Female,0,0,37,0
19,10, White, Female,0,0,25,0
17,7, White, Male,594,0,10,0
33,10, White, Male,0,0,52,0
80,4, White, Female,0,0,24,0
24,9, White, Male,0,0,50,0
28,13, White, Male,0,0,40,0
55,9, White, Female,0,0,30,1
21,10, White, Male,0,0,40,0
51,9, White, Female,0,0,38,0
19,9, Black, Female,0,0,40,0
42,9, White, Female,0,0,24,0
60,9, White, Male,0,0,48,0
51,9, White, Female,0,0,40,0
21,10, White, Female,0,0,40,0
37,10, White, Male,0,0,40,0
26,9, White, Male,0,0,52,0
42,14, White, Female,14084,0,60,1
40,10, White, Male,0,0,40,0
55,14, White, Male,0,0,40,1
33,9, Black, Male,0,0,32,0
62,9, White, Male,0,1977,60,1
47,6, White, Female,0,0,30,0
26,8, Black, Male,0,0,51,0
59,9, White, Female,0,0,20,0
70,10, White, Female,0,0,17,0
26,10, White, Female,0,0,20,0
47,6, White, Male,0,0,65,0
25,14, White, Female,0,0,43,0
52,15, White, Male,15024,0,60,1
46,9, White, Male,0,0,40,0
67,6, Amer-Indian-Eskimo, Male,0,0,20,0
34,14, White, Male,0,0,50,1
53,10, White, Female,4650,0,40,0
22,13, White, Female,0,0,35,0
39,9, White, Male,0,0,42,0
54,9, White, Male,0,0,35,0
24,13, White, Male,0,0,40,0
37,9, White, Female,0,0,38,0
38,6, White, Male,0,2559,90,1
41,14, Black, Female,0,0,40,0
36,9, White, Male,0,0,33,0
43,11, White, Male,15024,0,40,1
39,13, White, Male,0,0,40,0
26,13, White, Male,0,0,45,0
49,14, White, Female,4650,0,40,0
37,13, White, Male,0,0,55,1
43,10, White, Male,0,0,50,1
54,9, White, Male,0,0,40,1
53,3, White, Male,0,0,40,1
57,14, White, Male,0,0,60,0
28,13, White, Male,0,0,40,1
29,13, White, Male,0,0,40,0
21,9, White, Male,0,0,40,0
51,9, White, Male,0,0,40,0
46,9, White, Male,0,0,40,0
50,15, White, Male,0,0,75,1
50,9, Asian-Pac-Islander, Female,0,0,48,0
36,9, White, Female,0,0,40,0
31,13, White, Male,0,0,40,0
20,9, White, Female,0,0,10,0
36,9, White, Male,0,0,40,0
38,9, White, Male,0,0,40,0
37,13, White, Male,0,0,45,1
39,14, White, Male,7688,0,40,1
18,6, White, Male,0,0,36,0
33,9, White, Male,0,0,50,0
35,9, White, Female,1151,0,40,0
23,10, Amer-Indian-Eskimo, Male,0,0,40,0
37,13, Asian-Pac-Islander, Female,0,0,36,0
25,9, White, Male,0,0,30,0
51,12, Black, Male,0,0,40,0
35,9, White, Male,0,0,40,0
54,7, White, Male,0,0,40,0
32,9, Black, Female,0,0,13,0
37,13, White, Male,0,0,55,1
29,13, White, Male,0,0,40,1
45,13, White, Male,0,0,37,0
61,10, White, Male,0,0,40,0
40,10, White, Female,0,0,40,0
24,9, White, Female,0,0,49,0
49,4, Other, Male,0,0,38,0
51,14, White, Male,25236,0,50,1
34,9, White, Male,0,0,40,0
20,10, White, Male,0,0,40,0
30,10, Black, Female,0,0,37,0
49,14, White, Male,99999,0,80,1
26,10, White, Male,0,0,40,0
63,6, White, Male,0,0,45,0
36,12, White, Male,0,0,55,0
63,13, White, Male,0,0,40,1
22,9, White, Female,0,0,10,0
40,9, White, Male,0,0,40,1
31,4, White, Female,0,0,35,0
49,10, White, Male,0,0,50,0
23,13, White, Female,0,0,20,0
25,11, White, Male,27828,0,40,1
28,13, White, Male,0,0,45,1
44,10, White, Male,0,2205,35,0
33,9, White, Male,0,0,40,0
21,10, White, Male,2597,0,45,0
55,7, Black, Male,0,1672,40,0
75,9, White, Male,2346,0,15,0
61,5, Black, Female,0,0,40,0
53,9, White, Female,0,0,40,0
26,12, White, Male,0,0,45,1
48,10, White, Male,0,0,50,1
28,14, White, Male,0,0,50,1
29,9, White, Male,0,0,45,0
25,10, White, Female,0,0,40,0
37,9, White, Male,0,0,40,0
43,13, White, Female,0,0,55,0
40,9, White, Male,0,0,40,0
34,6, White, Male,0,0,45,1
55,16, White, Male,15024,0,30,1
31,12, White, Male,0,0,20,0
32,9, White, Male,0,0,40,0
26,15, Asian-Pac-Islander, Male,2463,0,50,0
26,13, White, Male,0,0,50,1
44,10, White, Male,0,0,40,0
49,9, White, Male,0,0,52,1
26,9, Black, Female,0,0,30,0
40,9, White, Male,0,0,60,0
19,7, White, Female,0,0,40,0
58,9, White, Male,0,0,40,0
61,11, White, Male,0,0,40,1
28,10, Asian-Pac-Islander, Male,0,0,63,0
26,13, White, Male,0,0,40,0
64,9, White, Female,0,0,25,0
42,13, White, Male,0,0,60,1
41,10, White, Male,0,0,40,1
45,9, White, Male,0,0,40,0
39,13, White, Male,0,0,50,1
41,9, White, Male,0,0,40,0
51,7, Black, Female,0,0,40,0
34,11, White, Female,0,0,40,0
33,14, White, Male,0,1902,45,1
23,10, White, Male,0,2559,40,1
35,10, Amer-Indian-Eskimo, Male,0,0,60,0
41,7, White, Female,0,0,25,0
39,14, White, Female,0,0,50,0
41,10, White, Male,0,0,55,0
33,10, White, Male,0,0,40,0
22,9, White, Male,0,0,40,0
25,10, White, Female,0,1504,45,0
25,10, White, Female,0,0,40,0
77,4, White, Male,0,0,20,1
66,9, White, Female,0,0,40,0
19,10, White, Male,0,0,35,0
44,9, Black, Female,0,0,38,0
45,14, White, Female,25236,0,42,1
28,10, White, Male,0,0,50,0
19,9, White, Male,2597,0,40,0
43,9, Black, Male,4386,0,40,1
39,13, White, Male,15024,0,40,1
33,13, White, Male,0,0,50,0
44,9, Black, Female,0,0,40,0
62,4, White, Female,0,0,40,0
40,10, White, Male,0,0,50,1
41,9, White, Male,0,0,6,0
23,10, Black, Male,0,0,30,0
48,9, White, Male,0,0,40,1
38,14, White, Male,0,0,45,0
37,14, White, Male,0,0,50,1
45,14, White, Male,0,0,55,1
29,9, White, Male,0,0,40,0
66,9, White, Female,0,0,25,0
19,9, White, Female,0,0,50,0
23,5, White, Male,0,0,39,0
34,13, White, Male,0,0,40,1
39,14, White, Female,0,0,45,0
33,9, White, Male,0,0,60,0
43,10, White, Female,0,0,10,0
27,9, White, Male,0,0,99,0
33,10, Black, Male,0,0,35,0
26,3, White, Male,0,0,30,0
56,14, White, Male,27828,0,60,1
46,9, White, Male,0,0,36,0
38,12, White, Female,0,0,40,0
90,7, White, Male,0,0,40,0
72,10, White, Male,0,0,25,1
20,9, Asian-Pac-Islander, Female,0,0,15,0
29,9, Amer-Indian-Eskimo, Male,0,0,48,0
49,7, White, Male,0,0,75,0
23,9, White, Female,0,0,35,0
20,10, Black, Female,0,0,18,0
57,13, Asian-Pac-Islander, Male,4508,0,40,0
46,12, White, Female,0,0,40,0
33,13, White, Male,0,0,40,1
24,13, White, Male,0,0,55,0
49,11, White, Male,0,0,45,0
54,9, White, Male,0,0,65,0
46,16, White, Female,0,1564,50,1
31,11, White, Male,0,0,50,0
43,15, White, Male,0,1977,40,1
19,9, White, Male,0,0,40,0
46,12, White, Male,0,0,40,0
43,13, White, Male,0,0,40,0
58,9, White, Male,0,0,40,0
43,9, White, Male,0,0,45,0
21,8, Black, Male,0,0,25,0
52,14, White, Male,0,0,70,1
34,11, White, Male,0,0,32,1
28,11, White, Female,0,0,40,0
34,9, White, Male,0,0,40,0
29,9, White, Male,0,0,40,1
39,9, White, Male,0,0,65,0
49,7, Black, Female,0,0,35,0
35,10, Black, Male,0,0,50,1
31,10, White, Female,0,0,20,0
18,10, White, Male,0,0,30,0
47,9, White, Male,4386,0,40,1
46,9, White, Male,5013,0,50,0
43,13, White, Male,0,0,40,1
51,9, White, Male,4386,0,40,1
21,10, White, Female,0,0,40,0
31,13, White, Female,0,1902,35,1
39,9, White, Male,0,1887,40,1
58,7, White, Male,0,0,48,0
36,14, White, Female,0,0,40,0
38,9, White, Female,0,0,40,0
31,13, White, Female,0,1902,35,1
19,7, White, Male,0,0,40,0
38,11, White, Female,0,0,36,0
26,11, Other, Female,0,0,60,0
38,12, White, Female,0,0,16,0
36,10, White, Male,0,0,45,0
40,9, White, Male,0,0,45,1
41,13, White, Female,0,0,25,1
33,9, White, Male,0,0,45,0
51,9, White, Male,0,0,40,0
34,9, White, Male,0,0,40,0
33,11, White, Male,0,0,40,0
25,6, White, Male,0,0,45,0
30,9, White, Male,0,0,66,0
19,10, White, Male,0,0,25,0
47,9, White, Female,0,0,40,1
26,13, White, Female,0,0,40,0
21,10, White, Female,0,0,14,0
36,9, White, Male,0,0,60,1
60,6, White, Male,0,0,40,0
28,9, Black, Male,0,0,40,0
19,9, White, Female,0,0,14,0
42,13, White, Male,0,0,90,0
36,9, Black, Female,0,0,36,0
35,9, White, Female,0,0,38,0
22,10, White, Female,0,0,25,0
54,9, White, Male,0,0,40,1
36,13, White, Male,0,0,45,0
55,9, White, Male,0,0,65,0
57,14, White, Male,0,0,40,0
56,4, White, Male,0,0,36,0
24,9, White, Male,0,0,50,0
35,13, White, Male,0,0,40,1
51,7, White, Male,0,0,40,0
34,9, White, Male,0,0,44,0
36,12, White, Female,0,0,42,0
51,5, White, Female,0,0,40,0
46,16, White, Male,0,0,60,1
42,9, Black, Female,5455,0,50,0
25,13, White, Female,0,0,40,0
22,9, White, Male,0,0,50,0
37,9, White, Male,0,0,40,0
48,13, White, Male,0,0,40,1
61,13, White, Male,15024,0,50,1
40,8, Black, Male,0,0,40,0
58,9, White, Female,0,0,20,1
52,9, White, Male,0,0,20,0
18,7, Black, Male,0,0,20,0
27,6, White, Male,0,0,40,0
48,10, White, Male,5013,0,45,0
63,5, White, Male,0,0,16,0
38,9, White, Male,0,0,60,0
31,10, White, Male,0,2051,40,0
40,10, White, Male,0,0,60,0
41,9, White, Male,0,0,40,0
28,13, White, Female,2174,0,40,0
31,15, White, Male,14084,0,50,1
32,11, White, Male,0,0,55,1
30,9, Black, Male,0,0,72,0
39,9, White, Male,0,1876,40,0
28,13, White, Male,0,0,50,0
31,9, Black, Female,0,0,35,0
44,14, White, Male,0,0,40,1
22,10, White, Male,0,0,25,0
36,12, White, Male,0,0,35,0
39,14, White, Male,0,1974,40,0
61,10, White, Male,0,1672,40,0
31,9, White, Male,0,0,40,0
21,10, White, Female,0,0,25,0
39,10, White, Male,2829,0,90,0
34,9, White, Male,0,0,80,0
21,10, White, Male,0,0,15,0
75,13, White, Male,0,0,48,1
21,10, White, Male,0,0,24,0
81,10, White, Male,0,0,15,0
54,9, White, Male,0,0,40,0
34,13, White, Male,0,0,65,0
54,15, Asian-Pac-Islander, Male,99999,0,50,1
41,9, Amer-Indian-Eskimo, Male,0,0,45,0
63,9, White, Male,2580,0,20,0
24,10, White, Male,0,0,40,0
20,9, White, Female,0,0,40,0
44,13, White, Female,0,0,60,0
47,13, White, Male,0,0,40,1
31,10, White, Male,0,0,40,0
41,4, White, Male,0,1590,40,0
53,9, White, Male,0,0,60,0
63,9, White, Female,3471,0,40,0
44,14, White, Male,0,0,45,1
37,9, White, Male,0,0,46,1
28,10, White, Male,0,0,50,1
57,9, White, Female,0,0,40,0
22,10, White, Male,0,0,10,0
33,13, White, Male,0,1848,45,1
30,10, White, Female,0,0,55,0
20,9, White, Male,0,0,40,0
28,13, White, Female,0,0,45,0
54,7, Black, Female,0,0,10,0
20,9, White, Male,0,0,35,0
34,9, White, Male,0,0,40,0
21,10, White, Male,0,0,40,0
29,10, White, Female,0,0,40,0
51,10, White, Female,0,0,40,0
39,9, Black, Female,0,0,70,0
19,10, Black, Female,0,0,38,0
22,9, White, Male,0,0,40,0
59,10, White, Female,0,0,38,0
18,7, White, Male,0,0,13,0
22,9, White, Male,0,0,20,0
42,10, White, Male,0,0,40,1
39,12, White, Male,0,0,40,0
31,13, White, Male,0,0,40,1
28,7, White, Female,0,0,40,0
22,13, White, Female,0,0,7,0
67,14, White, Female,0,0,40,0
17,7, White, Female,0,0,25,0
47,12, White, Male,0,0,40,1
23,13, White, Female,0,0,5,0
20,9, White, Female,0,0,40,0
22,9, White, Female,0,0,40,0
47,4, White, Male,0,0,40,0
49,10, White, Female,0,0,40,1
35,10, Black, Female,0,0,40,0
52,10, White, Female,0,0,40,0
29,9, White, Female,0,0,40,0
73,6, White, Female,0,0,40,0
38,9, White, Male,0,0,50,1
59,9, White, Male,0,1902,52,1
35,10, White, Male,4064,0,35,0
18,10, White, Female,0,0,15,0
24,9, Black, Female,0,0,40,0
33,13, White, Male,0,0,50,0
40,10, Black, Female,0,0,55,0
55,9, White, Female,0,0,40,0
44,9, White, Male,0,0,40,0
40,13, White, Female,0,0,60,0
22,9, White, Male,0,0,40,0
55,10, White, Female,0,0,40,1
45,9, White, Female,0,0,26,0
47,13, White, Female,0,0,50,1
56,9, White, Male,0,0,40,0
44,9, Black, Male,0,0,40,0
32,10, White, Male,0,0,38,0
17,6, White, Male,0,0,20,0
44,10, White, Male,0,0,50,0
32,12, White, Male,0,0,80,0
35,13, White, Male,0,0,60,1
27,9, White, Male,0,0,40,0
32,9, White, Male,0,0,50,0
68,7, White, Male,0,0,70,0
20,10, White, Female,0,0,20,0
33,10, Black, Female,0,0,40,0
24,5, White, Male,0,0,12,0
48,9, White, Male,0,0,45,0
45,14, White, Female,0,0,50,0
48,10, White, Female,0,0,40,0
28,14, White, Male,0,0,45,1
39,14, White, Female,0,0,40,0
23,10, White, Male,0,0,30,0
23,8, White, Male,0,0,40,0
36,10, White, Female,0,0,40,0
25,13, White, Female,0,0,40,0
52,9, White, Male,0,0,40,0
35,9, White, Male,0,0,40,0
41,9, White, Male,0,0,40,0
45,13, White, Female,0,0,42,1
58,11, White, Female,0,0,40,0
67,9, White, Female,0,0,2,0
48,9, White, Female,0,0,8,0
63,9, White, Male,0,0,48,0
24,10, White, Male,0,0,72,1
43,10, White, Male,0,0,40,1
36,9, White, Male,0,0,60,0
32,9, White, Male,0,0,72,0
36,10, Asian-Pac-Islander, Male,0,0,40,0
43,10, White, Female,0,0,50,0
27,9, Black, Female,0,0,40,0
17,7, White, Male,0,0,12,0
45,13, White, Female,0,0,46,0
41,9, White, Male,0,0,40,0
41,9, White, Male,0,0,38,0
48,12, Black, Female,0,0,40,0
26,10, White, Female,0,0,24,0
54,1, White, Male,0,0,60,0
22,10, White, Female,0,0,48,0
19,9, White, Male,0,0,35,0
47,4, Black, Male,0,0,40,0
32,9, White, Female,0,0,20,0
46,13, White, Male,15024,0,60,1
30,13, White, Female,0,0,40,1
35,14, Asian-Pac-Islander, Male,0,0,40,0
52,11, White, Male,5013,0,40,0
73,8, White, Male,0,0,18,0
17,6, White, Male,0,0,10,0
32,13, White, Female,0,0,32,0
43,14, White, Male,0,0,40,1
26,9, Other, Female,0,0,40,0
41,14, White, Male,0,0,40,1
49,12, White, Male,15024,0,60,1
52,10, White, Male,0,0,40,0
35,9, White, Female,0,0,32,0
57,7, White, Male,0,0,52,0
35,11, White, Female,0,0,44,0
33,13, White, Male,0,0,40,0
56,4, White, Male,0,0,40,0
42,13, White, Male,0,0,60,0
17,10, White, Male,0,0,20,0
49,9, White, Female,0,0,35,0
39,15, White, Male,0,0,45,1
34,10, White, Female,0,0,50,0
37,10, Black, Male,0,0,40,0
22,8, White, Male,0,0,35,0
27,11, White, Male,0,0,40,0
21,10, White, Female,0,0,25,0
44,13, White, Male,3103,0,40,1
53,6, White, Male,0,0,99,0
26,7, White, Male,0,0,40,0
48,13, White, Male,0,0,45,1
39,13, White, Male,0,0,70,0
34,9, Amer-Indian-Eskimo, Female,0,0,32,0
54,13, White, Male,0,0,38,0
36,9, White, Male,7298,0,50,1
60,9, White, Male,5013,0,40,0
50,9, White, Male,0,0,40,1
48,13, White, Male,0,0,45,0
35,10, White, Female,0,2205,40,0
40,12, White, Female,0,0,50,0
30,13, White, Male,0,0,70,0
65,10, White, Male,6514,0,40,1
31,9, White, Male,0,0,60,0
46,12, White, Male,0,0,40,0
62,11, White, Male,0,0,50,0
38,13, White, Female,0,0,40,0
24,13, White, Female,0,0,30,0
24,10, Asian-Pac-Islander, Female,0,0,50,0
27,13, White, Female,0,0,48,0
43,12, White, Female,0,0,30,0
48,9, Asian-Pac-Islander, Female,0,0,40,0
41,9, Black, Male,0,0,40,0
30,10, Black, Female,0,0,45,0
38,13, White, Male,0,0,40,1
45,15, White, Male,0,0,40,1
45,13, White, Male,0,0,40,0
55,10, White, Female,0,0,38,0
46,4, White, Male,0,0,75,0
24,13, Asian-Pac-Islander, Male,0,0,40,0
31,10, Amer-Indian-Eskimo, Female,0,0,25,0
35,9, White, Male,0,0,35,0
37,10, White, Female,0,0,40,0
29,10, White, Male,0,0,45,0
56,13, White, Male,0,0,50,1
25,13, White, Male,0,1590,60,0
33,6, White, Male,0,0,40,0
44,9, White, Female,0,0,40,0
21,9, White, Male,0,0,40,0
21,9, White, Male,0,0,40,0
46,14, White, Male,0,0,40,1
44,10, White, Male,0,0,50,1
63,13, White, Female,0,0,40,0
44,9, White, Female,0,0,30,0
31,10, White, Male,0,0,45,0
26,10, White, Male,0,0,42,0
37,9, White, Male,0,0,50,0
33,13, White, Male,0,0,45,0
38,13, White, Male,0,0,40,0
26,11, White, Female,0,0,35,0
46,11, Asian-Pac-Islander, Female,0,0,63,0
24,9, White, Female,0,0,35,0
47,14, White, Male,0,0,35,1
27,10, White, Female,0,0,30,0
46,10, White, Male,0,0,40,0
47,12, Black, Male,0,0,40,1
47,9, White, Male,0,0,40,0
69,9, White, Male,2538,0,40,0
32,9, White, Male,7298,0,40,1
51,9, Black, Male,0,0,40,0
36,9, White, Male,0,0,40,1
50,14, White, Female,0,0,40,0
29,16, Asian-Pac-Islander, Male,0,0,60,0
32,15, White, Male,3908,0,40,0
27,6, Amer-Indian-Eskimo, Male,0,0,75,0
60,4, White, Female,0,0,35,0
31,9, White, Male,0,0,40,0
46,12, White, Male,0,0,40,0
40,9, White, Female,0,0,40,0
39,10, Black, Male,0,0,52,1
69,4, White, Male,0,0,55,0
54,13, White, Male,0,0,40,1
56,9, White, Female,0,0,40,0
47,10, White, Female,0,0,40,0
25,12, White, Female,0,0,45,0
34,9, White, Male,0,0,60,0
24,4, White, Male,0,0,50,0
63,10, White, Male,10566,0,45,0
29,14, White, Male,0,0,50,0
64,10, White, Male,0,0,40,0
44,13, White, Male,0,0,40,0
26,9, White, Male,0,0,60,0
36,6, White, Female,0,0,40,0
55,13, White, Male,7688,0,38,1
37,9, White, Female,0,0,40,1
37,6, White, Male,0,0,65,0
63,13, White, Female,7688,0,36,1
33,9, White, Male,0,0,60,0
19,10, White, Female,0,0,10,0
57,14, Black, Female,0,1977,40,1
31,12, White, Male,4386,0,45,1
58,9, White, Male,7298,0,40,1
25,10, White, Male,0,0,40,0
40,9, White, Female,0,0,40,0
18,7, White, Male,1055,0,20,0
26,9, White, Male,0,0,40,0
29,16, White, Male,0,0,50,1
45,13, Black, Male,0,0,40,0
35,10, White, Female,0,0,38,0
32,10, White, Male,0,0,45,0
61,9, White, Female,0,0,40,0
26,13, White, Male,0,0,15,0
56,9, White, Male,3103,0,40,1
22,10, Asian-Pac-Islander, Female,0,0,39,0
49,13, Black, Male,0,0,48,0
40,9, White, Female,0,0,12,0
37,9, White, Male,0,0,40,0
28,13, White, Male,0,0,60,1
27,9, White, Male,0,0,40,0
